optimizer_name,function_name,run_index,iteration,best_fitness
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,3,10.985265753031653
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,4,9.156918175687977
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,5,8.684010116850153
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,6,3.1030821945542413
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,7,0.5632883550765062
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,8,0.42424872153859716
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,9,0.3473235269015842
mealpy.swarm_based.WOA.OriginalWOA,Brown,2,10,0.26427182130440297
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,1,48.05439705972377
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,2,28.646840042430142
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,3,19.6346580949887
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,4,16.379621622371648
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,5,8.330715406223113
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,6,8.08416180748481
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,7,7.436017334918825
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,8,5.759209399828051
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,9,5.25240266292364
mealpy.swarm_based.WOA.OriginalWOA,Brown,3,10,4.7632608089932695
